[2024-11-10 22:30:15,723    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:29,208    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:29,570    DEBUG] http://quotes.toscrape.com:80 "GET /page/66/ HTTP/11" 200 3050
[2024-11-10 22:31:29,573    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:30,207    DEBUG] https://quotes.toscrape.com:443 "GET /page/67 HTTP/11" 308 257
[2024-11-10 22:31:30,208    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:30,496    DEBUG] http://quotes.toscrape.com:80 "GET /page/67/ HTTP/11" 200 3050
[2024-11-10 22:31:30,517    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:30,997    DEBUG] https://quotes.toscrape.com:443 "GET /page/68 HTTP/11" 308 257
[2024-11-10 22:31:30,998    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:31,333    DEBUG] http://quotes.toscrape.com:80 "GET /page/68/ HTTP/11" 200 3050
[2024-11-10 22:31:31,336    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:31,947    DEBUG] https://quotes.toscrape.com:443 "GET /page/69 HTTP/11" 308 257
[2024-11-10 22:31:31,948    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:32,254    DEBUG] http://quotes.toscrape.com:80 "GET /page/69/ HTTP/11" 200 3050
[2024-11-10 22:31:32,257    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:32,858    DEBUG] https://quotes.toscrape.com:443 "GET /page/70 HTTP/11" 308 257
[2024-11-10 22:31:32,859    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:33,174    DEBUG] http://quotes.toscrape.com:80 "GET /page/70/ HTTP/11" 200 3050
[2024-11-10 22:31:33,178    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:33,793    DEBUG] https://quotes.toscrape.com:443 "GET /page/71 HTTP/11" 308 257
[2024-11-10 22:31:33,794    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:34,203    DEBUG] http://quotes.toscrape.com:80 "GET /page/71/ HTTP/11" 200 3050
[2024-11-10 22:31:34,206    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:34,683    DEBUG] https://quotes.toscrape.com:443 "GET /page/72 HTTP/11" 308 257
[2024-11-10 22:31:34,684    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:34,993    DEBUG] http://quotes.toscrape.com:80 "GET /page/72/ HTTP/11" 200 3050
[2024-11-10 22:31:34,996    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:35,448    DEBUG] https://quotes.toscrape.com:443 "GET /page/73 HTTP/11" 308 257
[2024-11-10 22:31:35,450    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:35,797    DEBUG] http://quotes.toscrape.com:80 "GET /page/73/ HTTP/11" 200 3050
[2024-11-10 22:31:35,800    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:36,259    DEBUG] https://quotes.toscrape.com:443 "GET /page/74 HTTP/11" 308 257
[2024-11-10 22:31:36,260    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:36,562    DEBUG] http://quotes.toscrape.com:80 "GET /page/74/ HTTP/11" 200 3050
[2024-11-10 22:31:36,565    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:37,019    DEBUG] https://quotes.toscrape.com:443 "GET /page/75 HTTP/11" 308 257
[2024-11-10 22:31:37,019    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:37,308    DEBUG] http://quotes.toscrape.com:80 "GET /page/75/ HTTP/11" 200 3050
[2024-11-10 22:31:37,312    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:37,770    DEBUG] https://quotes.toscrape.com:443 "GET /page/76 HTTP/11" 308 257
[2024-11-10 22:31:37,771    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:38,108    DEBUG] http://quotes.toscrape.com:80 "GET /page/76/ HTTP/11" 200 3050
[2024-11-10 22:31:38,112    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:38,570    DEBUG] https://quotes.toscrape.com:443 "GET /page/77 HTTP/11" 308 257
[2024-11-10 22:31:38,572    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:38,889    DEBUG] http://quotes.toscrape.com:80 "GET /page/77/ HTTP/11" 200 3050
[2024-11-10 22:31:38,894    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:39,343    DEBUG] https://quotes.toscrape.com:443 "GET /page/78 HTTP/11" 308 257
[2024-11-10 22:31:39,344    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:39,651    DEBUG] http://quotes.toscrape.com:80 "GET /page/78/ HTTP/11" 200 3050
[2024-11-10 22:31:39,654    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:40,135    DEBUG] https://quotes.toscrape.com:443 "GET /page/79 HTTP/11" 308 257
[2024-11-10 22:31:40,136    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:40,435    DEBUG] http://quotes.toscrape.com:80 "GET /page/79/ HTTP/11" 200 3050
[2024-11-10 22:31:40,439    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:40,912    DEBUG] https://quotes.toscrape.com:443 "GET /page/80 HTTP/11" 308 257
[2024-11-10 22:31:40,913    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:41,216    DEBUG] http://quotes.toscrape.com:80 "GET /page/80/ HTTP/11" 200 3050
[2024-11-10 22:31:41,219    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:41,723    DEBUG] https://quotes.toscrape.com:443 "GET /page/81 HTTP/11" 308 257
[2024-11-10 22:31:41,724    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:42,527    DEBUG] http://quotes.toscrape.com:80 "GET /page/81/ HTTP/11" 200 3050
[2024-11-10 22:31:42,533    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:42,979    DEBUG] https://quotes.toscrape.com:443 "GET /page/82 HTTP/11" 308 257
[2024-11-10 22:31:42,980    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:43,272    DEBUG] http://quotes.toscrape.com:80 "GET /page/82/ HTTP/11" 200 3050
[2024-11-10 22:31:43,276    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:43,987    DEBUG] https://quotes.toscrape.com:443 "GET /page/83 HTTP/11" 308 257
[2024-11-10 22:31:43,988    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:44,302    DEBUG] http://quotes.toscrape.com:80 "GET /page/83/ HTTP/11" 200 3050
[2024-11-10 22:31:44,308    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:44,770    DEBUG] https://quotes.toscrape.com:443 "GET /page/84 HTTP/11" 308 257
[2024-11-10 22:31:44,771    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:45,055    DEBUG] http://quotes.toscrape.com:80 "GET /page/84/ HTTP/11" 200 3050
[2024-11-10 22:31:45,059    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:45,494    DEBUG] https://quotes.toscrape.com:443 "GET /page/85 HTTP/11" 308 257
[2024-11-10 22:31:45,495    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:45,825    DEBUG] http://quotes.toscrape.com:80 "GET /page/85/ HTTP/11" 200 3050
[2024-11-10 22:31:45,829    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:46,467    DEBUG] https://quotes.toscrape.com:443 "GET /page/86 HTTP/11" 308 257
[2024-11-10 22:31:46,469    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:46,764    DEBUG] http://quotes.toscrape.com:80 "GET /page/86/ HTTP/11" 200 3050
[2024-11-10 22:31:46,767    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:47,210    DEBUG] https://quotes.toscrape.com:443 "GET /page/87 HTTP/11" 308 257
[2024-11-10 22:31:47,211    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:47,498    DEBUG] http://quotes.toscrape.com:80 "GET /page/87/ HTTP/11" 200 3050
[2024-11-10 22:31:47,501    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:48,640    DEBUG] https://quotes.toscrape.com:443 "GET /page/88 HTTP/11" 308 257
[2024-11-10 22:31:48,641    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:48,979    DEBUG] http://quotes.toscrape.com:80 "GET /page/88/ HTTP/11" 200 3050
[2024-11-10 22:31:48,989    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:49,429    DEBUG] https://quotes.toscrape.com:443 "GET /page/89 HTTP/11" 308 257
[2024-11-10 22:31:49,430    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
[2024-11-10 22:31:49,853    DEBUG] http://quotes.toscrape.com:80 "GET /page/89/ HTTP/11" 200 3050
[2024-11-10 22:31:49,857    DEBUG] Starting new HTTPS connection (1): quotes.toscrape.com:443
[2024-11-10 22:31:50,464    DEBUG] https://quotes.toscrape.com:443 "GET /page/90 HTTP/11" 308 257
[2024-11-10 22:31:50,465    DEBUG] Starting new HTTP connection (1): quotes.toscrape.com:80
